Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1267048,Closed,Internet,4/17/2016,7:30 PM,Street,Timbersmith Dr & Beckler Ln,Delaware,OH,43015,Delaware,560912,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,White,,,,,,Unknown,,,,,Red,,Other,The child left the area,0,-1,0,0,-1,Question
Attempted Abduction,1189008,Closed,Internet,2/9/2012,2:45 PM,Retail - Food/Conv/Gas,Tioga St & E St,Philadelphia,PA,19134,Philadelphia,457200,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,Black,,,22,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1244806,Closed,Internet,2/24/2015,4:00 PM,Street,Tolleson Loop,Springdale,AR,72764,Washington,527573,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Hispanic,,,20,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1211837,Closed,Internet,2/26/2013,6:49 PM,Street,Tomah Av & Wisconsin St,Porterville,CA,93257,Tulare,482276,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,,,,17-19,,,"Sedan, 4 door",,White,,Fought/Broke Free,,0,0,0,-1,0,
Attempted Abduction,1248065,Closed,Internet,5/5/2015,4:42 PM,Home - Residence,Tonaquint Terrace subdivision,St. George,UT,84770,Washington,532930,,,,,,White,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,,,,Unknown,,,Van,,Gold,,Ran Away,,0,0,0,0,-1,Excuses
Attempted Abduction,1280836,Closed,Internet,11/3/2016,3:47 PM,Home - Residence,Tracy Ln & Pea Ridge Rd,Clarksville,TN,37040,Montgomery,579860,,,,,,Unknown,,,,,,Unknown,,,,,,3,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Blue,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1188228,Closed,Internet,1/24/2012,12:00 AM,Unknown,Trailsway St & Monterey Dr,Madison,WI,53704,Dane,456330,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,Black,,,,,,20-30,,,"Sedan, 4 door",,Green,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1280085,Closed,Internet,10/14/2016,12:00 AM,School - Bus Stop,Trant Lake Dr & Laurel Cove Dr,Virginia Beach,VA,23454,Virginia Beach City,578892,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,White,,Ran Away,,0,0,0,-1,-1,Waved
Attempted Abduction,1276891,Closed,Internet,8/29/2016,1:20 PM,School - Bus Stop,Tropicana Blvd & 31st Ave SW,Naples,FL,34116,Collier,574643,,,,,,Unknown,,,,,,Unknown,,,,,,10,,,,,,Male,,,Hispanic,,,,,,Unknown,,,,,Silver,,Ran Away,Ignored/Refused,0,0,0,0,-1,None
Attempted Abduction,1263317,Closed,Internet,2/24/2016,3:30 PM,Street,Troy Rd & Hickory Ln,Delaware,OH,43015,Delaware,555660,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,White,,,,,,30-40,,,Truck,,Gray,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1199818,Closed,Internet,7/13/2012,12:00 AM,Home - Residence,Turner Chapel Rd & Etowah Dr,Rome,GA,30161,Floyd,469021,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1263213,Closed,Internet,2/19/2016,12:00 AM,Street,Tyler Ave & Dodson Street,El Monte,CA,91733,Los Angeles,555543,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Hispanic,,,,,,50-60,,,"Sedan, 4 door",,Silver,,Ignored/Refused,School bus arrived,0,0,0,0,-1,Conversation
Attempted Abduction,1211962,Closed,Internet,3/6/2013,8:30 AM,Street,U.S. 9 & E Chanese Ln,Galloway,NJ,8205,Atlantic,482423,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Hispanic,,,,,,30-39,,,"Sedan, 4 door",,Black,,Fought/Broke Free,,0,0,0,0,-1,Unknown
Attempted Abduction,1196621,Closed,Internet,5/23/2012,12:00 AM,Home - Residence,Union Deposit Rd,Harrisburg,PA,17111,Dauphin,465484,,,,,,Unknown,,,,,,Male,,,,,,7,,,,,,Male,,,Black,,,,,,40-50,,,Van,,,,Unknown,,0,0,0,0,-1,Play with suspect's kids
Attempted Abduction,1273340,Closed,Internet,7/14/2016,8:00 PM,Playgrnd,Union St & Sanford Ave,Queens,NY,11355,Queens,569781,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Asian,,,,,,Unknown,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1204444,Closed,Internet,10/12/2012,7:30 AM,Street,Union St & Sussex St,Hackensack,NJ,7601,Bergen,474079,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1230144,Closed,Internet,3/17/2014,7:30 AM,Street,Union Street,Hackensack,NJ,7601,Bergen,505896,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 2 door",,Black,,Ignored/Refused,Child refused to assist the suspect and he walked to school and reported incident to administrators ,-1,0,0,0,-1,Look for lost puppy
Attempted Abduction,1227132,Closed,Internet,12/31/2013,8:49 PM,Home - Residence,Unit block Colonial Dr,Dedham,MA,2026,Norfolk,501461,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Dark,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1246237,Closed,Internet,3/25/2015,1:42 PM,Street,Unity St & Griffith St,Thomasville,NC,27360,Davidson,529764,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-25,,,,,Dark,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1219666,Closed,Internet,5/11/2013,12:00 AM,Park,University Av & Marina Blvd,Berkeley,CA,94720,Alameda,491328,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Black,,,,,,40-50,,,,,,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1244111,Closed,Internet,1/16/2015,3:00 PM,School - Facility,University Dr & Ordean Ct,Duluth,MN,55812,Saint Louis,526470,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,40,,,Sport Utility,,Black,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1261584,Closed,Internet,1/23/2016,12:00 AM,Retail - Other,Unknown,Albuquerque,NM,,Bernalillo,553115,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Am. Ind.,,,46,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1196822,Closed,Internet,4/6/2012,12:00 AM,Street,Unknown,Altoona,IA,50009,Polk,465710,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,White,,,,,,Unknown,,,Van,,Green,,Ran Away,,0,0,0,0,-1,Xbox games
Attempted Abduction,1215367,Closed,Internet,4/26/2013,12:00 AM,Street,Unknown,Antioch,IL,,Lake,486349,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,57,,,,,,,,,,Ran Away,,0,0,0,-1,-1,Compliment
Attempted Abduction,1206564,Closed,Internet,10/24/2012,12:00 AM,Street,Unknown,Appleton,WI,54911,Outagamie,476403,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,42,,,,,,"Sedan, 4 door",,Red,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1206561,Closed,Internet,10/15/2012,12:00 AM,Street,Unknown,Appleton,WI,54911,Outagamie,476400,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,42,,,,,,"Sedan, 4 door",,Red,,Unknown,,0,0,-1,-1,0,
Attempted Abduction,1219913,Closed,Internet,6/30/2013,12:00 AM,Theater,Unknown,Arlington,VA,22203,Arlington,491622,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,49,,,,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1206353,Closed,Internet,10/3/2012,12:00 AM,Street,Unknown,Arlington,TN,38002,Shelby,476169,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Black,,,33,,,,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1213765,Closed,Internet,11/1/2012,12:00 AM,Street,Unknown,Atlanta,GA,30306,Fulton,484530,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1267200,Closed,Internet,4/18/2016,12:00 AM,Street,Unknown,Atwood,KS,,Rawlins,561115,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,,,,Unknown,,,"Sedan, 4 door",,Green,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1214750,Closed,Internet,4/22/2013,12:00 AM,Street,Unknown,Austin,TX,78701,Travis,485638,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Black,,,33,,,,,,"Sedan, 4 door",,Red,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1214749,Closed,Internet,11/22/2013,12:00 AM,Street,Unknown,Austin,TX,78745,Travis,485637,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1221635,Closed,Internet,8/16/2013,12:00 AM,Street,Unknown,Bay City,MI,48706,Bay,493713,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-30,,,,,Black,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1219298,Closed,Internet,7/11/2013,12:00 AM,Street,Unknown,Belle Plaine,IA,52208,Benton,490908,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,Orange,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1219651,Closed,Internet,5/22/2013,12:00 AM,Parking Lot/Garage,Unknown,Bowdoinham,ME,4008,Sagadahoc,491313,,,,,,Unknown,,,,,,Male,,,,,,2,,,,,,Male,,,White,,,30,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Questions
Attempted Abduction,1211969,Closed,Internet,2/5/2013,12:00 AM,Street,Unknown,Bozeman,MT,59715,Gallatin,482432,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Black,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1211847,Closed,Internet,2/27/2013,12:00 AM,Street,Unknown,Bozeman,MT,59715,Gallatin,482289,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Black,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1212733,Closed,Internet,3/11/2013,12:00 AM,Home - Residence,Unknown,Bridgeville,PA,15017,Allegheny,483347,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,,,,Unknown,,,,,,,None,,0,0,0,0,-1,None
Attempted Abduction,1271817,Closed,Internet,6/22/2016,12:00 AM,Street,Unknown,Brighton,NY,,Monroe,567610,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,,,,Unknown,,,,,,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1222918,Closed,Internet,9/4/2013,12:00 AM,Street,Unknown,Bristow,VA,20136,Prince William,495330,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,,,,Unknown,,,,,Blue,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1211536,Closed,Internet,2/21/2013,12:00 AM,Street,Unknown,Bronx,NY,10468,New York City,481921,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Black,,,,,,20-30,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1244999,Closed,Internet,2/11/2015,12:00 AM,Street,Unknown,Brooklyn,NY,11204,Queens,527858,,,,,,White,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,28,,,,,,,,,,Unknown,,0,0,0,0,-1,Genitalia Enlargement
Attempted Abduction,1220006,Closed,Internet,7/22/2013,12:00 AM,Street,Unknown,Camp Point,IL,62320,Adams,491735,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,,,Ran Away,,0,-1,-1,0,-1,Doll
Attempted Abduction,1243351,Closed,Internet,11/19/2014,12:00 AM,School - Bus Stop,Unknown,Charleroi,PA,15022,Washington,525332,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,36,,,,,,,,Tan,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1199458,Closed,Internet,4/4/2012,12:00 AM,Home - Residence,Unknown,Charlotte,NC,28216,Mecklenburg,468626,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,White,,,18,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,Unknown
Attempted Abduction,1220615,Closed,Internet,8/1/2013,12:00 AM,Home - Residence,Unknown,Chester,VA,23832,Chesterfield,492453,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1220843,Closed,Internet,8/6/2013,12:00 AM,Street,Unknown,Chicago,IL,60605,Cook,492731,,,,,,Black,,,,,,Female,,,,,,12,,,,,,Male,,,Black,,,52,,,,,,Sport Utility,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1218734,Closed,Internet,6/6/2013,12:00 AM,Street,Unknown,Chicago,IL,60608,Cook,490257,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Black,,,57,,,,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1207462,Closed,Internet,12/5/2012,12:00 AM,Street,Unknown,Chicago,IL,60644,Cook,477393,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Black,,,28,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1253110,Closed,Internet,8/15/2015,12:00 AM,Retail - Other,Unknown,Clifton Park,NY,12065,Saratoga,541113,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Hispanic,,,70,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1202912,Closed,Internet,9/7/2012,12:00 AM,Street,Unknown,Colton,CA,92324,San Bernardino,472412,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1207475,Closed,Internet,12/4/2012,12:00 AM,Street,Unknown,Columbus,OH,43215,Delaware,477405,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1213203,Closed,Internet,3/21/2013,12:00 AM,School - Bus Stop,Unknown,Columbus,OH,43215,Franklin,483880,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,40-50,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1208624,Closed,Internet,12/3/2012,12:00 AM,School - Bus Stop,Unknown,Conroe,TX,77301,Montgomery,478698,,,,,,Hispanic,,,,,,Male,,,,,,11,,,,,,Male,Male,,White,White,,,,,40-49,30-39,,"Sedan, 4 door",,Silver,,Ignored/Refused,Ran away,0,0,0,0,-1,None
Attempted Abduction,1197758,Closed,Internet,4/17/2012,12:00 AM,Other,Unknown,Conroe,TX,77301,Montgomery,466759,,,,,,Unknown,,,,,,Male,,,,,,1,,,,,,Female,,,Black,,,31,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1197907,Closed,Internet,6/30/2012,12:00 AM,Street,Unknown,Davis,CA,95618,Yolo,466923,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,Female,,Unknown,Unknown,,,,,60-69,60-69,,Van,,Green,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1203681,Closed,Internet,9/16/2012,12:00 AM,Street,Unknown,Denver,CO,80210,Denver,473265,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,26,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1219094,Closed,Internet,6/16/2013,12:00 AM,Street,Unknown,Dodge City,KS,67801,Ford,490660,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Hispanic,,,,,,20-25,,,,,White,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1206349,Closed,Internet,10/30/2012,12:00 AM,Street,Unknown,Downey,CA,90241,Los Angeles,476165,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,34-39,,,"Sedan, 2 door",,Dark,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1209187,Closed,Internet,6/13/2012,12:00 AM,Street,Unknown,Elmwood Park,IL,60707,Cook,479323,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-29,,,,,,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1219229,Closed,Internet,7/8/2013,12:00 AM,Retail - Mall/ Shop Ctr,Unknown,Etters,PA,17319,York,490819,,,,,,Unknown,,,,,,Female,,,,,,2,,,,,,Male,,,White,,,,,,Unknown,,,"Sedan, 4 door",,Silver,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1217593,Closed,Internet,5/6/2013,12:00 AM,Street,Unknown,Eugene,OR,97404,Lane,488892,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,20-29,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1197766,Closed,Internet,6/18/2012,12:00 AM,Park,Unknown,Farmington,NM,87401,San Juan,466768,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Am. Ind.,,,32,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1254585,Closed,Internet,8/23/2015,12:00 AM,Religious Facility,Unknown,Flemington,WV,26347,Taylor,543360,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,19,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1209185,Closed,Internet,3/14/2012,12:00 AM,Home - Residence,Unknown,Forest City,IA,50436,Winnebago,479321,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,Asian,,,,,,50,,,Van,,Gray,,Adult/Child Intervened,,0,0,0,0,-1,Directions
Attempted Abduction,1276240,Closed,Internet,9/1/2016,12:00 AM,Street,Unknown,Forney,TX,75160,Kaufman,573804,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Pickup Truck,,Black,,Ran Away,,0,0,0,-1,-1,Questions
Attempted Abduction,1211904,Closed,Internet,2/15/2013,12:00 AM,Street,Unknown,Fort Hood,TX,76544,Bell,482362,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,40-50,,,"Sedan, 4 door",,Black,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1207450,Closed,Internet,12/4/2012,12:00 AM,Street,Unknown,Fresno,CA,,Fresno,477381,,,,,,Hispanic,,,,,,Female,,,,,,7,,,,,,Male,,,Hispanic,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1215384,Closed,Internet,4/14/2013,12:00 AM,Street,Unknown,Fruita,CO,81521,Mesa,486374,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Truck,,"Blue, Dark",,Ran Away,,-1,0,0,0,0,
Attempted Abduction,1272506,Closed,Internet,7/5/2016,12:00 AM,Retail - Other,Unknown,Galax,VA,24333,Galax City,568603,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,34,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1279542,Closed,Internet,10/19/2016,12:00 AM,Auto / Vehicle,Unknown,Gila Bend,AZ,,Maricopa,578064,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,Unknown,,,,,,20-30,,,,,,,Released,"Afraid, the subject fled and released the child",0,0,0,0,-1,None
Attempted Abduction,1205326,Closed,Internet,9/27/2012,12:00 AM,School - Bus Stop,Unknown,Glen Rock,PA,17327,York,475051,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Van,,Green,,None,,0,0,0,0,-1,None
Attempted Abduction,1271804,Closed,Internet,6/17/2016,12:00 AM,Outdoor - Open Area,Unknown,Glendale,WI,,Milwaukee,567589,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,White,,,,,,20-29,,,Pickup Truck,,,,Ran Away,,0,0,0,0,-1,Autographed ball; Question
Attempted Abduction,1284337,Closed,Internet,12/1/2016,12:00 AM,Unknown,Unknown,Granville,NY,,Washington,584485,,,,,,Unknown,,,,,,Unknown,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1211840,Closed,Internet,2/27/2013,12:00 AM,Home - Residence,Unknown,Hartford,CT,6119,Hartford,482279,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,Black,,,37,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1220861,Closed,Internet,8/8/2013,12:00 AM,Retail - Food/Conv/Gas,Unknown,Haverhill,MA,1830,Essex,492751,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,White,,,38,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1204434,Closed,Internet,10/12/2012,12:00 AM,Athletic Field,Unknown,Hawthorne,NJ,7506,Passaic,474062,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1201213,Closed,Internet,8/9/2012,12:00 AM,Retail - Food/Conv/Gas,Unknown,Hecker,IL,62248,Monroe,470541,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-40,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1214889,Closed,Internet,4/22/2013,12:00 AM,Street,Unknown,Highwood,IL,60040,Lake,485799,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,,,,30-39,,,,,,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1214890,Closed,Internet,4/24/2013,12:00 AM,Street,Unknown,Highwood,IL,60040,Lake,485800,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,Unknown,,,,,,30-39,,,,,,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1279421,Closed,Internet,10/17/2016,12:00 AM,Home - Residence,Unknown,Hinsdale,IL,60521,DuPage,577928,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,White,,,41,,,,,,,,,,Ran Away,The subject also fled,0,0,0,0,-1,None
Attempted Abduction,1242525,Closed,Internet,12/1/2014,12:00 AM,Street,Unknown,Horizon City,TX,,El Paso,524116,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,25-35,,,,,Blue,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1268096,Closed,Internet,5/3/2016,12:00 AM,Unknown,Unknown,Houston,TX,,Harris,562493,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,21,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1247284,Closed,Internet,4/20/2015,12:00 AM,Home - Residence,Unknown,Huntington,UT,,Emery,531657,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,30,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1220919,Closed,Internet,8/6/2013,12:00 AM,Restaurant,Unknown,Jamaica,NY,11432,Queens,492821,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,Hispanic,,,14,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1255014,Closed,Internet,9/12/2015,12:00 AM,Body of Water,Unknown,Kamas,UT,84036,Summit,543963,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Other,The children screamed,0,0,0,0,-1,None
Attempted Abduction,1255013,Closed,Internet,9/13/2015,12:00 AM,Body of Water,Unknown,Kamas,UT,84036,Summit,543962,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1264306,Closed,Internet,3/10/2016,12:00 AM,Street,Unknown,Kasson,MN,,Dodge,557033,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,"Sedan, 4 door",,"Green, Dark",,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1219760,Closed,Internet,7/13/2012,12:00 AM,Street,Unknown,Kenosha,WI,53140,Kenosha,491440,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Sex
Attempted Abduction,1266725,Closed,Internet,4/14/2016,12:00 AM,Street,Unknown,Lakeway,TX,78738,Travis,560464,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,35-40,,,Truck,,White,,Unknown,,0,0,0,0,-1,Waved
Attempted Abduction,1220911,Closed,Internet,7/28/2013,12:00 AM,Home - Residence,Unknown,Lakewood,CO,80226,Jefferson,492809,,,,,,White,,,,,,Male,,,,,,6,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Released,,0,0,0,0,-1,None
